id,booking_id,room_id,check_in_expected,check_out_expected,check_in_actual,check_out_actual,price_per_night
405,405,5,2018-04-08,2018-04-09,2018-04-08,2018-04-09,98.0
406,406,6,2017-09-17,2017-09-20,,,117.67
407,407,7,2018-06-18,2018-06-21,2018-06-18,2018-06-21,141.0
408,408,58,2018-12-26,2018-12-30,,,156.61
409,409,39,2018-08-03,2018-08-06,,,152.1
410,410,10,2018-08-06,2018-08-07,,,105.3
411,411,1,2018-05-30,2018-06-03,2018-05-30,2018-06-03,119.85
412,412,2,2018-11-04,2018-11-06,2018-11-04,2018-11-06,97.2
413,413,3,2018-05-13,2018-05-14,2018-05-13,2018-05-14,116.1
414,414,34,2018-05-29,2018-06-02,,,150.45
415,415,5,2018-01-20,2018-01-21,2018-01-20,2018-01-21,71.0
416,416,6,2018-06-27,2018-06-28,2018-06-27,2018-06-28,0.0
417,417,37,2017-12-07,2017-12-10,2017-12-07,2017-12-10,60.0
418,418,8,2018-04-05,2018-04-06,2018-04-05,2018-04-06,89.0
419,419,9,2018-10-23,2018-10-25,,,115.0
420,420,10,2018-05-02,2018-05-04,2018-05-02,2018-05-04,100.0
421,421,1,2018-11-14,2018-11-18,,,75.9
422,422,2,2017-10-02,2017-10-05,2017-10-02,2017-10-05,65.0
423,423,3,2018-05-29,2018-06-02,2018-05-29,2018-06-02,104.55
424,424,4,2018-10-14,2018-10-18,,,115.0
425,425,35,2018-07-02,2018-07-04,,,187.0
426,426,6,2018-08-04,2018-08-05,2018-08-04,2018-08-05,115.0
427,427,7,2018-09-27,2018-10-01,,,84.43
428,428,8,2018-04-08,2018-04-13,,,90.95
429,429,39,2018-03-24,2018-03-28,2018-03-24,2018-03-28,208.0
430,430,10,2018-09-03,2018-09-09,,,97.18
431,431,1,2017-10-21,2017-10-25,2017-10-21,2017-10-25,79.11
432,432,2,2018-05-13,2018-05-15,2018-05-13,2018-05-15,0.0
433,433,33,2017-09-08,2017-09-09,2017-09-08,2017-09-09,120.0
434,434,4,2017-10-20,2017-10-23,2017-10-20,2017-10-23,126.0
435,435,5,2018-02-16,2018-02-18,,,91.0
436,436,6,2018-09-06,2018-09-11,,,137.0
437,437,7,2018-03-16,2018-03-20,2018-03-16,2018-03-20,67.32
438,438,8,2017-10-23,2017-10-24,2017-10-23,2017-10-24,81.62
439,439,39,2018-10-24,2018-10-28,2018-10-24,2018-10-28,123.66
440,440,10,2018-08-06,2018-08-09,2018-08-06,2018-08-09,94.5
441,441,1,2018-08-22,2018-08-27,,,96.3
442,442,2,2018-08-13,2018-08-16,2018-08-13,2018-08-16,88.01
443,443,3,2018-03-10,2018-03-14,2018-03-10,2018-03-14,81.9
444,444,4,2018-05-11,2018-05-15,2018-05-11,2018-05-15,119.85
445,445,5,2017-10-23,2017-10-24,2017-10-23,2017-10-24,83.5
446,446,6,2018-04-01,2018-04-02,2018-04-01,2018-04-02,67.0
447,447,37,2018-06-19,2018-06-23,2018-06-19,2018-06-23,156.0
448,448,8,2017-10-13,2017-10-14,2017-10-13,2017-10-14,85.0
449,449,39,2018-04-04,2018-04-12,,,126.75
450,450,10,2018-06-06,2018-06-08,,,115.0
451,451,1,2018-10-16,2018-10-19,,,107.1
452,452,2,2018-10-14,2018-10-15,2018-10-14,2018-10-15,120.0
453,453,3,2018-11-19,2018-11-22,2018-11-19,2018-11-22,93.6
454,454,4,2018-06-08,2018-06-09,2018-06-08,2018-06-09,120.0
455,455,5,2018-06-08,2018-06-09,2018-06-08,2018-06-09,90.0
456,456,6,2018-09-06,2018-09-11,,,137.0
457,457,7,2018-10-31,2018-11-04,,,106.43
458,458,8,2018-05-31,2018-06-03,2018-05-31,2018-06-03,87.78
459,459,9,2017-09-18,2017-09-20,2017-09-18,2017-09-20,101.5
460,460,10,2018-06-23,2018-06-24,,,85.5
461,461,1,2018-10-13,2018-10-16,2018-10-13,2018-10-16,95.0
462,462,32,2018-07-01,2018-07-05,2018-07-01,2018-07-05,103.7
463,463,3,2017-08-26,2017-08-27,2017-08-26,2017-08-27,65.0
464,464,4,2018-08-18,2018-08-26,,,100.12
465,465,5,2018-04-11,2018-04-15,2018-04-11,2018-04-15,156.25
466,466,6,2018-05-13,2018-05-16,,,101.0
467,467,7,2018-07-04,2018-07-08,2018-07-04,2018-07-08,161.1
468,468,8,2018-12-08,2018-12-12,2018-12-08,2018-12-12,83.8
469,469,9,2018-06-18,2018-06-19,2018-06-18,2018-06-19,168.0
470,470,10,2017-12-27,2017-12-30,2017-12-27,2017-12-30,58.0
471,471,1,2017-08-08,2017-08-11,2017-08-08,2017-08-11,94.5
472,472,2,2017-12-09,2017-12-13,2017-12-09,2017-12-13,96.3
473,473,3,2017-08-14,2017-08-15,2017-08-14,2017-08-15,76.5
474,474,4,2018-04-08,2018-04-13,2018-04-08,2018-04-13,78.0
475,475,5,2018-09-26,2018-09-28,,,112.59
476,476,66,2018-06-12,2018-06-15,,,187.04
477,477,7,2018-10-11,2018-10-12,2018-10-11,2018-10-12,169.0
478,478,8,2018-12-05,2018-12-15,2018-12-05,2018-12-15,46.63
479,479,9,2018-08-25,2018-08-28,2018-08-25,2018-08-28,100.0
480,480,10,2018-10-19,2018-10-22,2018-10-19,2018-10-22,85.5
481,481,1,2018-06-15,2018-06-17,,,130.0
482,482,32,2018-07-08,2018-07-12,2018-07-08,2018-07-12,146.7
483,483,3,2017-11-20,2017-11-22,2017-11-20,2017-11-22,73.0
484,484,54,2018-04-01,2018-04-05,2018-04-01,2018-04-05,143.22
485,485,5,2017-10-22,2017-10-25,2017-10-22,2017-10-25,89.25
486,486,6,2018-09-19,2018-09-20,2018-09-19,2018-09-20,85.0
487,487,7,2018-02-28,2018-03-02,2018-02-28,2018-03-02,6.5
488,488,18,2018-03-08,2018-03-09,,,83.03
489,489,9,2018-02-11,2018-02-15,,,91.0
490,490,10,2018-04-10,2018-04-14,2018-04-10,2018-04-14,80.75
491,491,1,2018-11-04,2018-11-07,,,89.0
492,492,2,2018-10-13,2018-10-16,2018-10-13,2018-10-16,105.0
493,493,3,2018-04-30,2018-05-07,2018-04-30,2018-05-07,109.81
494,494,34,2018-12-05,2018-12-09,2018-12-05,2018-12-09,70.88
495,495,5,2018-11-23,2018-11-25,2018-11-23,2018-11-25,83.6
496,496,6,2018-02-28,2018-03-03,,,60.0
497,497,7,2018-06-07,2018-06-10,,,130.0
498,498,8,2018-04-04,2018-04-06,2018-04-04,2018-04-06,95.0
499,499,9,2018-04-06,2018-04-07,2018-04-06,2018-04-07,104.0
500,500,40,2018-02-11,2018-02-14,2018-02-11,2018-02-14,62.0
501,501,11,2018-04-23,2018-04-26,2018-04-23,2018-04-26,95.0
502,502,32,2018-02-28,2018-03-03,2018-02-28,2018-03-03,145.0
503,503,3,2018-10-17,2018-10-18,2018-10-17,2018-10-18,95.0
504,504,4,2018-06-24,2018-06-26,2018-06-24,2018-06-26,95.0
505,505,5,2018-06-18,2018-06-24,2018-06-18,2018-06-24,80.75
506,506,36,2018-08-30,2018-09-03,2018-08-30,2018-09-03,142.2
507,507,37,2018-10-21,2018-10-26,,,128.7
508,508,8,2018-03-20,2018-03-25,2018-03-20,2018-03-25,90.95
509,509,9,2018-11-18,2018-11-21,2018-11-18,2018-11-21,93.6
510,510,40,2017-11-09,2017-11-12,2017-11-09,2017-11-12,60.0
511,511,1,2018-08-25,2018-08-28,2018-08-25,2018-08-28,90.0
512,512,2,2017-12-05,2017-12-08,2017-12-05,2017-12-08,95.4
513,513,3,2018-10-21,2018-10-23,,,160.0
514,514,34,2018-10-30,2018-11-02,,,104.1
515,515,5,2018-04-06,2018-04-07,2018-04-06,2018-04-07,104.0
516,516,6,2018-08-03,2018-08-07,2018-08-03,2018-08-07,109.0
517,517,37,2018-04-10,2018-04-16,,,93.78
518,518,8,2017-10-14,2017-10-16,2017-10-14,2017-10-16,95.0
519,519,9,2018-10-15,2018-10-16,2018-10-15,2018-10-16,140.0
520,520,10,2017-12-24,2017-12-28,2017-12-24,2017-12-28,87.0
521,521,31,2018-03-05,2018-03-08,2018-03-05,2018-03-08,85.85
522,522,32,2018-03-24,2018-03-28,2018-03-24,2018-03-28,99.45
523,523,33,2018-05-04,2018-05-08,2018-05-04,2018-05-08,120.28
524,524,4,2018-06-14,2018-06-17,2018-06-14,2018-06-17,120.0
525,525,5,2018-04-03,2018-04-05,2018-04-03,2018-04-05,77.77
526,526,6,2018-06-14,2018-06-17,2018-06-14,2018-06-17,120.0
527,527,7,2018-06-10,2018-06-11,2018-06-10,2018-06-11,116.1
528,528,38,2018-07-23,2018-07-24,,,189.0
529,529,39,2018-06-26,2018-06-29,,,152.67
530,530,10,2018-02-04,2018-02-09,2018-02-04,2018-02-09,66.31
531,531,1,2017-09-10,2017-09-11,2017-09-10,2017-09-11,95.0
532,532,2,2018-12-08,2018-12-11,,,122.0
533,533,3,2017-12-17,2017-12-20,2017-12-17,2017-12-20,58.0
534,534,4,2018-12-05,2018-12-09,2018-12-05,2018-12-09,89.89
535,535,35,2018-06-21,2018-06-23,2018-06-21,2018-06-23,156.0
536,536,36,2018-03-24,2018-03-28,2018-03-24,2018-03-28,99.45
537,537,57,2018-08-31,2018-09-02,,,172.8
538,538,8,2018-08-22,2018-08-26,2018-08-22,2018-08-26,98.56
539,539,9,2018-03-10,2018-03-11,,,71.1
540,540,40,2018-03-30,2018-04-20,,,128.06
541,541,1,2018-11-19,2018-11-20,2018-11-19,2018-11-20,0.0
542,542,2,2018-04-07,2018-04-08,2018-04-07,2018-04-08,106.0
543,543,33,2018-09-27,2018-10-01,,,130.61
544,544,4,2018-06-17,2018-06-22,2018-06-17,2018-06-22,105.74
545,545,35,2018-06-10,2018-06-12,2018-06-10,2018-06-12,136.0
546,546,6,2018-06-08,2018-06-09,2018-06-08,2018-06-09,120.0
547,547,7,2018-12-02,2018-12-06,2018-12-02,2018-12-06,74.8
548,548,8,2018-06-15,2018-06-17,,,112.0
549,549,9,2018-08-21,2018-08-22,2018-08-21,2018-08-22,121.5
550,550,10,2017-10-07,2017-10-11,2017-10-07,2017-10-11,70.0
551,551,1,2018-11-29,2018-11-30,2018-11-29,2018-11-30,75.0
552,552,2,2018-01-02,2018-01-03,2018-01-02,2018-01-03,54.0
553,553,3,2018-03-25,2018-03-28,,,100.0
554,554,34,2018-04-23,2018-04-24,2018-04-23,2018-04-24,0.0
555,555,55,2018-11-02,2018-11-15,,,186.22
556,556,6,2018-11-13,2018-11-15,2018-11-13,2018-11-15,79.2
557,557,7,2018-03-19,2018-03-21,2018-03-19,2018-03-21,103.0
558,558,8,2017-09-25,2017-09-29,2017-09-25,2017-09-29,185.0
559,559,9,2017-10-20,2017-10-22,2017-10-20,2017-10-22,135.0
560,560,10,2018-10-23,2018-10-25,,,115.0
561,561,1,2017-07-17,2017-07-19,,,109.0
562,562,2,2018-11-26,2018-11-27,,,104.0
563,563,33,2018-08-03,2018-08-10,2018-08-03,2018-08-10,130.05
564,564,4,2018-09-05,2018-09-09,,,100.3
565,565,5,2018-06-15,2018-06-17,,,130.0
566,566,6,2017-10-16,2017-10-18,2017-10-16,2017-10-18,109.0
567,567,37,2018-10-07,2018-10-11,,,139.5
568,568,8,2018-02-03,2018-02-04,2018-02-03,2018-02-04,66.0
569,569,9,2018-09-03,2018-09-07,2018-09-03,2018-09-07,106.88
570,570,40,2018-09-16,2018-09-20,2018-09-16,2018-09-20,149.4
571,571,1,2018-04-26,2018-04-28,2018-04-26,2018-04-28,109.35
572,572,2,2018-11-03,2018-11-06,,,89.0
573,573,3,2018-04-09,2018-04-12,2018-04-09,2018-04-12,115.0
574,574,4,2018-03-16,2018-03-17,2018-03-16,2018-03-17,85.5
575,575,35,2018-04-20,2018-04-22,2018-04-20,2018-04-22,90.95
576,576,36,2018-07-30,2018-08-02,2018-07-30,2018-08-02,117.55
577,577,7,2018-10-19,2018-10-20,,,108.0
578,578,38,2018-10-11,2018-10-14,2018-10-11,2018-10-14,139.5
579,579,49,2018-09-13,2018-09-16,,,129.88
580,580,10,2017-12-30,2018-01-04,2017-12-30,2018-01-04,67.0
581,581,1,2018-10-03,2018-10-05,,,129.0
582,582,2,2018-06-25,2018-07-02,,,79.53
583,583,3,2018-08-22,2018-08-26,2018-08-22,2018-08-26,72.25
584,584,4,2017-07-01,2017-07-03,2017-07-01,2017-07-03,80.0
585,585,5,2018-06-11,2018-06-18,2018-06-11,2018-06-18,119.85
586,586,6,2017-11-02,2017-11-05,2017-11-02,2017-11-05,117.0
587,587,37,2017-09-06,2017-09-10,2017-09-06,2017-09-10,29.0
588,588,8,2018-09-02,2018-09-06,2018-09-02,2018-09-06,118.8
589,589,9,2018-12-30,2019-01-01,2018-12-30,2019-01-01,192.03
590,590,10,2018-05-21,2018-05-22,2018-05-21,2018-05-22,168.3
591,591,1,2018-05-12,2018-05-13,2018-05-12,2018-05-13,72.76
592,592,2,2018-12-08,2018-12-11,2018-12-08,2018-12-11,68.0
593,593,3,2018-01-06,2018-01-10,2018-01-06,2018-01-10,89.0
594,594,34,2018-08-28,2018-09-04,2018-08-28,2018-09-04,124.46
595,595,5,2018-03-13,2018-03-16,2018-03-13,2018-03-16,70.33
596,596,36,2018-06-15,2018-06-20,2018-06-15,2018-06-20,170.1
597,597,7,2018-06-17,2018-06-19,,,75.0
598,598,38,2018-06-29,2018-07-02,2018-06-29,2018-07-02,125.25
599,599,9,2017-07-27,2017-08-06,2017-07-27,2017-08-06,55.9
600,600,10,2018-06-20,2018-06-23,,,126.9
601,601,1,2018-02-26,2018-02-28,,,79.0
602,602,2,2018-10-23,2018-10-28,,,94.35
603,603,3,2018-06-24,2018-06-26,,,109.0
604,604,34,2018-04-15,2018-04-20,2018-04-15,2018-04-20,112.2
605,605,5,2017-10-01,2017-10-02,2017-10-01,2017-10-02,109.0
606,606,6,2018-09-14,2018-09-16,2018-09-14,2018-09-16,65.0
607,607,7,2018-04-28,2018-05-02,2018-04-28,2018-05-02,90.0
608,608,8,2018-07-14,2018-07-17,2018-07-14,2018-07-17,85.0
609,609,9,2018-12-28,2019-01-01,2018-12-28,2019-01-01,168.73
610,610,10,2018-12-08,2018-12-12,2018-12-08,2018-12-12,100.38
611,611,1,2018-07-27,2018-08-03,,,99.45
612,612,2,2018-09-27,2018-09-28,2018-09-27,2018-09-28,160.0
613,613,3,2018-10-02,2018-10-05,2018-10-02,2018-10-05,126.0
614,614,4,2018-08-01,2018-08-04,2018-08-01,2018-08-04,96.9
615,615,15,2017-10-17,2017-10-23,2017-10-17,2017-10-23,95.0
616,616,6,2017-09-05,2017-09-08,2017-09-05,2017-09-08,94.5
617,617,7,2017-09-07,2017-09-09,2017-09-07,2017-09-09,98.8
618,618,8,2018-07-10,2018-07-13,2018-07-10,2018-07-13,100.5
619,619,69,2018-06-19,2018-06-20,2018-06-19,2018-06-20,0.0
620,620,10,2018-05-29,2018-06-01,,,80.75
621,621,1,2018-04-06,2018-04-07,2018-04-06,2018-04-07,104.0
622,622,2,2018-04-29,2018-05-02,2018-04-29,2018-05-02,89.75
623,623,53,2017-08-25,2017-08-27,2017-08-25,2017-08-27,156.0
624,624,34,2018-06-11,2018-06-13,2018-06-11,2018-06-13,136.0
625,625,5,2018-12-02,2018-12-04,2018-12-02,2018-12-04,85.0
626,626,36,2017-10-14,2017-10-18,2017-10-14,2017-10-18,87.54
627,627,7,2017-09-09,2017-09-11,2017-09-09,2017-09-11,100.0
628,628,8,2018-10-01,2018-10-05,,,108.9
629,629,9,2018-06-14,2018-06-17,2018-06-14,2018-06-17,107.1
630,630,10,2018-04-04,2018-04-07,,,80.0
631,631,1,2018-05-05,2018-05-08,,,90.0
632,632,2,2018-05-12,2018-05-14,2018-05-12,2018-05-14,105.3
633,633,3,2018-02-11,2018-02-12,2018-02-11,2018-02-12,80.0
634,634,34,2018-08-25,2018-08-27,2018-08-25,2018-08-27,142.2
635,635,35,2018-04-05,2018-04-08,2018-04-05,2018-04-08,131.4
636,636,6,2018-06-24,2018-06-26,2018-06-24,2018-06-26,95.0
637,637,7,2018-04-01,2018-04-03,,,111.0
638,638,8,2018-10-06,2018-10-10,2018-10-06,2018-10-10,85.0
639,639,39,2018-08-24,2018-08-28,,,130.95
640,640,10,2017-09-18,2017-09-20,2017-09-18,2017-09-20,101.5
641,641,1,2018-02-28,2018-03-03,2018-02-28,2018-03-03,82.0
642,642,2,2017-09-13,2017-09-17,2017-09-13,2017-09-17,94.5
643,643,3,2018-08-28,2018-08-31,,,109.8
644,644,4,2018-07-10,2018-07-16,,,72.25
645,645,5,2018-02-06,2018-02-10,2018-02-06,2018-02-10,55.72
646,646,36,2018-10-17,2018-10-19,,,158.4
647,647,37,2018-03-30,2018-04-04,2018-03-30,2018-04-04,69.0
648,648,8,2018-10-13,2018-10-16,2018-10-13,2018-10-16,105.0
649,649,39,2018-12-29,2019-01-01,,,219.6
650,650,10,2018-01-08,2018-01-13,2018-01-08,2018-01-13,44.8
651,651,1,2018-10-26,2018-10-27,2018-10-26,2018-10-27,120.0
652,652,2,2018-03-25,2018-03-28,,,100.0
653,653,3,2018-06-07,2018-06-08,2018-06-07,2018-06-08,109.0
654,654,14,2018-08-19,2018-08-22,2018-08-19,2018-08-22,115.68
655,655,5,2018-09-16,2018-09-19,2018-09-16,2018-09-19,75.0
656,656,46,2018-06-17,2018-06-19,2018-06-17,2018-06-19,134.1
657,657,37,2018-05-29,2018-06-01,2018-05-29,2018-06-01,124.1
658,658,68,2018-08-17,2018-08-19,2018-08-17,2018-08-19,214.75
659,659,9,2018-10-31,2018-11-03,2018-10-31,2018-11-03,75.0
660,660,10,2017-11-23,2017-11-26,2017-11-23,2017-11-26,72.25
661,661,1,2018-03-07,2018-03-08,2018-03-07,2018-03-08,80.0
662,662,2,2018-09-20,2018-09-21,2018-09-20,2018-09-21,139.0
663,663,3,2018-01-28,2018-01-29,2018-01-28,2018-01-29,66.0
664,664,4,2018-05-31,2018-06-03,2018-05-31,2018-06-03,115.5
665,665,5,2018-08-08,2018-08-10,2018-08-08,2018-08-10,195.5
666,666,6,2018-10-23,2018-10-25,,,115.0
667,667,7,2017-09-18,2017-09-19,2017-09-18,2017-09-19,84.0
668,668,8,2018-10-16,2018-10-19,2018-10-16,2018-10-19,107.8
669,669,9,2018-10-13,2018-10-16,2018-10-13,2018-10-16,105.0
670,670,10,2018-04-08,2018-04-13,2018-04-08,2018-04-13,78.0
671,671,1,2018-06-24,2018-06-26,2018-06-24,2018-06-26,90.0
672,672,2,2018-07-09,2018-07-11,,,105.3
673,673,3,2018-02-25,2018-02-28,2018-02-25,2018-02-28,80.3
674,674,4,2018-02-08,2018-02-09,2018-02-08,2018-02-09,129.0
675,675,5,2018-06-24,2018-06-26,,,115.0
676,676,6,2018-09-11,2018-09-13,2018-09-11,2018-09-13,125.1
677,677,7,2018-02-27,2018-02-28,2018-02-27,2018-02-28,103.0
678,678,8,2018-05-01,2018-05-03,2018-05-01,2018-05-03,125.1
679,679,9,2018-06-17,2018-06-24,,,96.17
680,680,10,2017-09-25,2017-09-29,2017-09-25,2017-09-29,185.0
681,681,1,2018-06-12,2018-06-14,2018-06-12,2018-06-14,69.74
682,682,52,2018-07-09,2018-07-14,,,172.55
683,683,3,2018-01-28,2018-01-31,2018-01-28,2018-01-31,95.0
684,684,4,2018-09-09,2018-09-12,2018-09-09,2018-09-12,166.35
685,685,5,2018-11-18,2018-11-19,2018-11-18,2018-11-19,108.0
686,686,36,2018-03-21,2018-03-25,2018-03-21,2018-03-25,102.0
687,687,67,2018-05-13,2018-05-16,2018-05-13,2018-05-16,203.73
688,688,8,2018-11-17,2018-11-24,,,78.69
689,689,9,2018-11-03,2018-11-06,,,79.2
690,690,10,2018-03-16,2018-03-18,2018-03-16,2018-03-18,76.5
691,691,1,2018-06-03,2018-06-05,,,100.0
692,692,2,2018-12-14,2018-12-18,2018-12-14,2018-12-18,88.4
693,693,3,2018-07-06,2018-07-12,,,110.0
694,694,34,2018-10-28,2018-10-31,,,109.8
695,695,5,2018-12-03,2018-12-06,2018-12-03,2018-12-06,78.3
696,696,6,2017-07-01,2017-07-03,,,101.5
697,697,7,2018-07-28,2018-08-03,2018-07-28,2018-08-03,80.75
698,698,8,2018-12-25,2018-12-29,2018-12-25,2018-12-29,104.0
699,699,9,2018-03-15,2018-03-18,2018-03-15,2018-03-18,51.19
700,700,10,2018-11-05,2018-11-06,,,150.0
701,701,31,2018-08-12,2018-08-15,,,127.8
702,702,32,2017-09-17,2017-09-18,2017-09-17,2017-09-18,115.0
703,703,33,2018-05-05,2018-05-06,2018-05-05,2018-05-06,156.0
704,704,34,2018-12-23,2018-12-27,,,130.9
705,705,5,2018-10-04,2018-10-07,,,116.1
706,706,6,2018-09-11,2018-09-13,2018-09-11,2018-09-13,71.69
707,707,7,2018-04-24,2018-04-29,2018-04-24,2018-04-29,98.5
708,708,8,2018-07-13,2018-07-16,2018-07-13,2018-07-16,94.5
709,709,9,2018-06-15,2018-06-17,,,130.0
710,710,10,2017-07-11,2017-07-14,,,76.5
711,711,1,2018-08-31,2018-09-04,,,90.95
712,712,2,2017-10-08,2017-10-12,2017-10-08,2017-10-12,72.75
713,713,3,2018-11-16,2018-11-17,2018-11-16,2018-11-17,93.0
714,714,34,2018-09-16,2018-09-18,2018-09-16,2018-09-18,168.3
715,715,5,2018-10-12,2018-10-15,2018-10-12,2018-10-15,75.0
716,716,6,2017-08-09,2017-08-10,2017-08-09,2017-08-10,105.0
717,717,7,2018-02-14,2018-02-16,2018-02-14,2018-02-16,78.5
718,718,8,2018-07-02,2018-07-09,,,119.7
719,719,39,2018-09-07,2018-09-10,,,168.3
720,720,40,2018-05-27,2018-05-28,2018-05-27,2018-05-28,197.0
721,721,1,2017-10-04,2017-10-06,2017-10-04,2017-10-06,91.0
722,722,2,2018-02-13,2018-02-18,2018-02-13,2018-02-18,85.0
723,723,3,2018-02-05,2018-02-09,,,81.0
724,724,4,2017-09-04,2017-09-06,2017-09-04,2017-09-06,116.0
725,725,5,2018-08-18,2018-08-20,,,115.0
726,726,36,2018-02-15,2018-02-19,2018-02-15,2018-02-19,106.0
727,727,37,2018-04-16,2018-04-19,,,118.8
728,728,38,2018-10-20,2018-10-23,,,132.3
729,729,39,2018-08-21,2018-08-22,2018-08-21,2018-08-22,146.7
730,730,40,2018-03-02,2018-03-05,2018-03-02,2018-03-05,86.8
731,731,1,2018-11-01,2018-11-05,2018-11-01,2018-11-05,98.0
732,732,2,2018-05-02,2018-05-04,2018-05-02,2018-05-04,100.0
733,733,53,2018-08-14,2018-08-28,,,158.95
734,734,34,2018-09-18,2018-09-22,2018-09-18,2018-09-22,119.52
735,735,5,2018-05-03,2018-05-06,2018-05-03,2018-05-06,117.0
736,736,36,2018-04-27,2018-04-30,,,140.67
737,737,7,2017-10-15,2017-10-20,2017-10-15,2017-10-20,94.95
738,738,8,2018-05-11,2018-05-18,,,109.65
739,739,9,2018-12-30,2019-01-02,2018-12-30,2019-01-02,120.0
740,740,10,2018-03-18,2018-03-21,2018-03-18,2018-03-21,67.22
741,741,11,2018-03-16,2018-03-19,2018-03-16,2018-03-19,62.0
742,742,2,2018-03-04,2018-03-05,2018-03-04,2018-03-05,91.0
743,743,3,2018-03-17,2018-03-23,2018-03-17,2018-03-23,68.0
744,744,4,2018-11-03,2018-11-06,,,89.0
745,745,5,2017-08-08,2017-08-11,2017-08-08,2017-08-11,94.5
746,746,36,2018-08-15,2018-08-18,,,187.0
747,747,7,2018-12-21,2018-12-25,2018-12-21,2018-12-25,122.65
748,748,8,2018-02-25,2018-02-26,2018-02-25,2018-02-26,68.0
749,749,39,2018-03-19,2018-03-21,,,131.4
750,750,10,2018-04-15,2018-04-20,,,149.4
751,751,1,2018-05-24,2018-05-26,2018-05-24,2018-05-26,100.0
752,752,2,2018-06-06,2018-06-08,,,115.0
753,753,3,2018-10-20,2018-10-23,2018-10-20,2018-10-23,160.0
754,754,4,2018-04-16,2018-04-19,2018-04-16,2018-04-19,127.67
755,755,5,2018-12-07,2018-12-10,2018-12-07,2018-12-10,79.2
756,756,6,2017-12-01,2017-12-03,2017-12-01,2017-12-03,69.0
757,757,7,2018-09-21,2018-09-25,,,117.0
758,758,8,2017-10-10,2017-10-12,,,70.0
759,759,39,2018-03-08,2018-03-11,2018-03-08,2018-03-11,114.3
760,760,10,2018-11-01,2018-11-04,,,110.0
761,761,51,2018-09-01,2018-09-04,2018-09-01,2018-09-04,181.8
762,762,2,2018-04-01,2018-04-05,,,75.65
763,763,3,2018-04-17,2018-04-22,2018-04-17,2018-04-22,77.23
764,764,4,2018-01-03,2018-01-06,2018-01-03,2018-01-06,65.0
765,765,5,2018-07-21,2018-07-23,,,115.0
766,766,36,2017-09-07,2017-09-09,,,118.8
767,767,37,2018-05-31,2018-06-04,2018-05-31,2018-06-04,127.48
768,768,38,2018-05-06,2018-05-09,2018-05-06,2018-05-09,114.3
769,769,39,2018-12-03,2018-12-07,2018-12-03,2018-12-07,87.2
770,770,10,2017-07-01,2017-07-03,,,101.5
771,771,1,2017-10-02,2017-10-04,2017-10-02,2017-10-04,100.0
772,772,2,2018-07-27,2018-07-31,2018-07-27,2018-07-31,91.38
773,773,3,2018-08-01,2018-08-13,,,119.71
774,774,4,2018-06-02,2018-06-03,2018-06-02,2018-06-03,119.0
775,775,5,2018-07-28,2018-07-29,2018-07-28,2018-07-29,139.0
776,776,6,2018-08-29,2018-09-02,2018-08-29,2018-09-02,109.8
777,777,7,2018-09-14,2018-09-17,2018-09-14,2018-09-17,65.0
778,778,38,2018-07-02,2018-07-03,,,131.4
779,779,9,2018-04-12,2018-04-15,2018-04-12,2018-04-15,96.3
780,780,10,2018-02-15,2018-02-18,2018-02-15,2018-02-18,0.0
781,781,31,2018-04-20,2018-04-22,2018-04-20,2018-04-22,137.0
782,782,2,2018-06-17,2018-06-19,,,75.0
783,783,3,2018-12-27,2018-12-30,2018-12-27,2018-12-30,92.65
784,784,4,2018-06-04,2018-06-06,,,62.8
785,785,5,2018-10-22,2018-10-23,,,160.0
786,786,6,2018-06-24,2018-06-26,2018-06-24,2018-06-26,90.0
787,787,7,2018-08-21,2018-08-29,2018-08-21,2018-08-29,81.26
788,788,8,2018-05-25,2018-05-29,,,114.75
789,789,9,2018-04-29,2018-05-02,2018-04-29,2018-05-02,99.3
790,790,10,2018-10-03,2018-10-04,2018-10-03,2018-10-04,89.0
791,791,1,2018-04-15,2018-04-17,,,85.0
792,792,2,2018-03-20,2018-03-24,,,75.0
793,793,3,2017-09-30,2017-10-02,2017-09-30,2017-10-02,102.6
794,794,34,2018-06-04,2018-06-08,2018-06-04,2018-06-08,90.95
795,795,5,2018-07-30,2018-08-01,,,115.0
796,796,6,2018-12-24,2018-12-27,,,78.3
797,797,7,2018-05-19,2018-05-20,,,121.5
798,798,8,2018-06-14,2018-06-17,2018-06-14,2018-06-17,120.0
799,799,9,2018-08-31,2018-09-04,,,105.4
800,800,40,2018-10-21,2018-10-24,2018-10-21,2018-10-24,101.87
801,801,1,2018-09-28,2018-09-29,2018-09-28,2018-09-29,65.0
802,802,2,2017-11-06,2017-11-08,2017-11-06,2017-11-08,116.0
803,803,3,2018-04-21,2018-04-22,2018-04-21,2018-04-22,69.3
804,804,4,2017-09-30,2017-10-02,2017-09-30,2017-10-02,90.25
805,805,5,2018-09-02,2018-09-07,,,119.85
806,806,6,2017-12-06,2017-12-07,2017-12-06,2017-12-07,76.5
807,807,7,2018-10-27,2018-10-30,2018-10-27,2018-10-30,109.0
808,808,8,2018-05-21,2018-05-23,2018-05-21,2018-05-23,126.9
809,809,9,2018-07-19,2018-07-20,2018-07-19,2018-07-20,65.0
810,810,10,2018-01-02,2018-01-04,2018-01-02,2018-01-04,86.0
